"name","age","position","marketvalue","otherclub","transferfee","season","club","transfertype"
"Bradley Orr","29","Centre Back","£1.05m","Blackburn","£1.26m",2011,"Queens Park Rangers","Departures"
"Kaspars Gorkss","29","Centre Back","£700k","Reading","£700k",2011,"Queens Park Rangers","Departures"
"Georgios Tofas","22","Attacking Midfield","£175k","Anagennisi Dery","Free transfer",2011,"Queens Park Rangers","Departures"
"Martin Rowlands","32","Central Midfield","£875k","Wycombe","Loan",2011,"Queens Park Rangers","Departures"
"Michael Doughty","19","Central Midfield","-","Aldershot","Loan",2011,"Queens Park Rangers","Departures"
"Peter Ramage","27","Centre Back","£700k","Crystal Palace","Loan",2011,"Queens Park Rangers","Departures"
"Marcel Henry-Francis","18","Centre Forward","-","Hampton & Rich.","Loan",2011,"Queens Park Rangers","Departures"
"Mikele Leigertwood","28","Defensive Midfield","£700k","Reading","Free transfer",2011,"Queens Park Rangers","Departures"
"Antonio German","19","Centre Forward","£875k","Stockport","Free transfer",2011,"Queens Park Rangers","Departures"
"Aaron Lennox","19","Keeper","-","Maidenhead Utd.","Loan",2011,"Queens Park Rangers","Departures"
"Elliott Cox","19","Right Wing","-","Histon FC","Free transfer",2011,"Queens Park Rangers","Departures"
"Patrick Agyemang","31","Centre Forward","£700k","Millwall","Loan",2011,"Queens Park Rangers","Departures"
"Hogan Ephraim","23","Left Wing","£700k","Bristol City","Loan",2011,"Queens Park Rangers","Departures"
"Rowan Vine","28","Centre Forward","£875k","Exeter City","Loan",2011,"Queens Park Rangers","Departures"
"Peter Ramage","28","Centre Back","£700k","Birmingham","Loan",2011,"Queens Park Rangers","Departures"
"Romone Rose","21","Attacking Midfield","£70k","Muangthong Utd","Free transfer",2011,"Queens Park Rangers","Departures"
"Bruno Andrade","17","Attacking Midfield","-","Aldershot","Loan",2011,"Queens Park Rangers","Departures"
"Lee Cook","29","Left Wing","£350k","Charlton","Loan",2011,"Queens Park Rangers","Departures"
"Michael Doughty","18","Central Midfield","-","Crawley Town","Loan",2011,"Queens Park Rangers","Departures"
"Martin Rowlands","32","Central Midfield","£875k","Colchester Utd.","Free transfer",2011,"Queens Park Rangers","Departures"
"Joe Oastler","20","Right-Back","£35k","Torquay","Free transfer",2011,"Queens Park Rangers","Departures"
"Troy Hewitt","21","Centre Forward","-","Dag & Red FC","Loan",2011,"Queens Park Rangers","Departures"
"Patrick Agyemang","31","Centre Forward","£525k","Stevenage FC","Loan",2011,"Queens Park Rangers","Departures"
"Elvijs Putnins","20","Keeper","£35k","Boreham Wood","Loan",2011,"Queens Park Rangers","Departures"
"Hogan Ephraim","23","Left Wing","£1.05m","Charlton","Loan",2011,"Queens Park Rangers","Departures"
"Lee Brown","20","Left-Back","£35k","Bristol Rovers","Free transfer",2011,"Queens Park Rangers","Departures"
"Clint Hill","32","Centre Back","£700k","Nottm Forest","Loan",2011,"Queens Park Rangers","Departures"
"Josh Parker","20","Right Wing","-","Oldham Athletic","Free transfer",2011,"Queens Park Rangers","Departures"
"Pascal Chimbonda","32","Right-Back","£700k","Doncaster Rov.","Free transfer",2011,"Queens Park Rangers","Departures"
"Leon Clarke","26","Centre Forward","£490k","Swindon Town","Free transfer",2011,"Queens Park Rangers","Departures"
"Rowan Vine","29","Centre Forward","£525k","Gillingham FC","Loan",2011,"Queens Park Rangers","Departures"
"Matthew Connolly","24","Centre Back","£1.40m","Reading","Loan",2011,"Queens Park Rangers","Departures"
"Bagasan Graham","18","Right Midfield","-","Cheltenham Town","Free transfer",2011,"Queens Park Rangers","Departures"
"Gary Borrowdale","26","Left-Back","£350k","Barnet","Loan",2011,"Queens Park Rangers","Departures"
"Max Ehmer","20","Centre Back","£70k","Preston NE","Loan",2011,"Queens Park Rangers","Departures"
"Gavin Mahon","34","Defensive Midfield","£700k","Notts County","Free transfer",2011,"Queens Park Rangers","Departures"
"Lee Cook","29","Left Wing","£525k","Leyton Orient","Loan",2011,"Queens Park Rangers","Departures"
"Jason Puncheon","25","Right Wing","£700k","Southampton FC","End of loan",2011,"Queens Park Rangers","Departures"
"Federico Macheda","20","Centre Forward","£2.10m","Manchester Utd.","End of loan",2011,"Queens Park Rangers","Departures"
"Alessandro Pellicori","30","Centre Forward","£175k","Unattached","-",2011,"Queens Park Rangers","Departures"
"Taye Taiwo","27","Left-Back","£4.55m","AC Milan","End of loan",2011,"Queens Park Rangers","Departures"
"Petter Vaagan Moen","28","Attacking Midfield","£1.05m","Lilleström","-",2011,"Queens Park Rangers","Departures"
"Matteo Alberti","23","Right Midfield","£175k","Unattached","-",2011,"Queens Park Rangers","Departures"
"Jean Beausejour","27","Left-Back","£1.40m","Birmingham","£3.29m",2011,"Wigan Athletic","Arrivals"
"Ali Al-Habsi","29","Keeper","£1.40m","Bolton","£3.01m",2011,"Wigan Athletic","Arrivals"
"Albert Crusat","29","Left Wing","£2.80m","UD Almería","£1.58m",2011,"Wigan Athletic","Arrivals"
"Shaun Maloney","28","Attacking Midfield","£1.23m","Celtic","£788k",2011,"Wigan Athletic","Arrivals"
"Patrick van Aanholt","21","Left-Back","£1.05m","Chelsea FC","Loan",2011,"Wigan Athletic","Arrivals"
"Adam Dawson","18","Right Wing","£18k","Bury FC","Free transfer",2011,"Wigan Athletic","Arrivals"
"Rob Kiernan","20","Centre Back","£35k","Watford","Free transfer",2011,"Wigan Athletic","Arrivals"
"Nouha Dicko","19","Centre Forward","-","R. Straßburg B","Free transfer",2011,"Wigan Athletic","Arrivals"
"David Jones","26","Central Midfield","£1.75m","Wolves","Free transfer",2011,"Wigan Athletic","Arrivals"
"Callum McManaman","20","Right Wing","-","Blackpool","End of loan",2011,"Wigan Athletic","Arrivals"
"Michael Girvan","18","Right Midfield","-","Wigan Athletic U19","-",2011,"Wigan Athletic","Arrivals"
"Rob Kiernan","21","Centre Back","-","Accrington St.","End of loan",2011,"Wigan Athletic","Arrivals"
"Steven Boothman","18","Left Midfield","-","Wigan Athletic U19","-",2011,"Wigan Athletic","Arrivals"
"Jordan Mustoe","21","Left-Back","-","Barnet","End of loan",2011,"Wigan Athletic","Arrivals"
"Román Golobart","19","Centre Back","-","Wigan Res.","-",2011,"Wigan Athletic","Arrivals"
"Daniel Redmond","21","Attacking Midfield","£35k","Hamilton Acad.","End of loan",2011,"Wigan Athletic","Arrivals"
"Adam Buxton","19","Left-Back","-","Wigan Athletic U19","-",2011,"Wigan Athletic","Arrivals"
"Ryan Watson","17","Defensive Midfield","-","Wigan Athletic U19","-",2011,"Wigan Athletic","Arrivals"
"Lee Nicholls","19","Keeper","£175k","Accrington St.","End of loan",2011,"Wigan Athletic","Arrivals"
"Chris Kirkland","30","Keeper","£2.10m","Doncaster Rov.","End of loan",2011,"Wigan Athletic","Arrivals"
"Tim Chow","17","Central Midfield","-","Wigan Athletic U19","-",2011,"Wigan Athletic","Arrivals"
"Nouha Dicko","20","Centre Forward","-","Blackpool","End of loan",2011,"Wigan Athletic","Arrivals"
"Román Golobart","20","Centre Back","£105k","Inverness Cal.","End of loan",2011,"Wigan Athletic","Arrivals"
"Antonio Amaya","28","Centre Back","£560k","Rayo Vallecano","End of loan",2011,"Wigan Athletic","Arrivals"
"Mauro Boselli","26","Centre Forward","£3.85m","Genoa","End of loan",2011,"Wigan Athletic","Arrivals"
"Charles N'Zogbia","25","Right Wing","£6.30m","Aston Villa","£7.56m",2011,"Wigan Athletic","Departures"
"Antonio Amaya","28","Centre Back","£560k","Real Betis","£200k",2011,"Wigan Athletic","Departures"
"Daniël de Ridder","27","Left Wing","£525k","Grasshoppers","Free transfer",2011,"Wigan Athletic","Departures"
"Chris Kirkland","30","Keeper","£2.10m","Doncaster Rov.","Loan",2011,"Wigan Athletic","Departures"
"Rob Kiernan","21","Centre Back","-","Accrington St.","Loan",2011,"Wigan Athletic","Departures"
"Jordan Mustoe","21","Left-Back","-","Barnet","Loan",2011,"Wigan Athletic","Departures"
"Callum McManaman","20","Right Wing","-","Blackpool","Loan",2011,"Wigan Athletic","Departures"
"Steven Caldwell","30","Centre Back","£1.40m","Birmingham","Free transfer",2011,"Wigan Athletic","Departures"
"Román Golobart","19","Centre Back","-","Inverness Cal.","Loan",2011,"Wigan Athletic","Departures"
"Lee Nicholls","19","Keeper","£35k","Accrington St.","Loan",2011,"Wigan Athletic","Departures"
"Nouha Dicko","19","Centre Forward","-","Blackpool","Loan",2011,"Wigan Athletic","Departures"
"Daniel Redmond","20","Attacking Midfield","-","Hamilton Acad.","Loan",2011,"Wigan Athletic","Departures"
"Mauro Boselli","26","Centre Forward","£3.85m","Estudiantes","Loan",2011,"Wigan Athletic","Departures"
"Patrick van Aanholt","21","Left-Back","£1.05m","Chelsea FC","End of loan",2011,"Wigan Athletic","Departures"
"Liam Willis","18","Left-Back","-","Unattached","-",2011,"Wigan Athletic","Departures"
"Jason Koumas","31","Attacking Midfield","£1.40m","Unattached","-",2011,"Wigan Athletic","Departures"
"Ryan Bennett","21","Centre Back","£175k","Peterborough","£2.70m",2011,"Norwich City","Arrivals"
"Steve Morison","27","Centre Forward","£525k","Millwall","£2.21m",2011,"Norwich City","Arrivals"
"James Vaughan","22","Centre Forward","£1.05m","Everton","£1.61m",2011,"Norwich City","Arrivals"
"Anthony Pilkington","23","Left Midfield","£140k","Huddersfield","£1.58m",2011,"Norwich City","Arrivals"
"Elliott Bennett","22","Right Midfield","£123k","Brighton","£1.19m",2011,"Norwich City","Arrivals"
"Jonathan Howson","23","Central Midfield","£700k","Leeds","£770k",2011,"Norwich City","Arrivals"
"Daniel Ayala","20","Centre Back","£525k","Liverpool","£630k",2011,"Norwich City","Arrivals"
"Ritchie de Laet","22","Right-Back","£875k","Manchester Utd.","Loan",2011,"Norwich City","Arrivals"
"Bradley Johnson","24","Central Midfield","£525k","Leeds","Free transfer",2011,"Norwich City","Arrivals"
"Kyle Naughton","22","Right-Back","£1.40m","Spurs","Loan",2011,"Norwich City","Arrivals"
"Josh Dawkin","19","Left Midfield","-","Kettering","End of loan",2011,"Norwich City","Arrivals"
"Matt Ball","18","Central Midfield","-","Norwich U18","-",2011,"Norwich City","Arrivals"
"George Francomb","20","Right-Back","£35k","Hibernian FC","End of loan",2011,"Norwich City","Arrivals"
"Oli Johnson","23","Centre Forward","£175k","Yeovil Town","End of loan",2011,"Norwich City","Arrivals"
"Tom Adeyemi","20","Central Midfield","£70k","Oldham Athletic","End of loan",2011,"Norwich City","Arrivals"
"Chris Martin","23","Centre Forward","£350k","Crystal Palace","End of loan",2011,"Norwich City","Arrivals"
"Jamar Loza","17","Centre Forward","-","Norwich U18","-",2011,"Norwich City","Arrivals"
"Richard Brindley","18","Right-Back","-","Norwich U18","-",2011,"Norwich City","Arrivals"
"Korey Smith","21","Central Midfield","£700k","Barnsley FC","End of loan",2011,"Norwich City","Arrivals"
"Matt Ball","19","Central Midfield","-","Macclesfield","End of loan",2011,"Norwich City","Arrivals"
"Jed Steer","19","Keeper","£35k","Yeovil Town","End of loan",2011,"Norwich City","Arrivals"
"Ryan Bennett","21","Centre Back","£2.45m","Peterborough","End of loan",2011,"Norwich City","Arrivals"
"Sam Kelly","17","Left Midfield","-","Norwich U18","-",2011,"Norwich City","Arrivals"
"Josh Dawkin","20","Left Midfield","-","Cambridge Utd.","End of loan",2011,"Norwich City","Arrivals"
"Tom Adeyemi","19","Central Midfield","£70k","Bradford City","End of loan",2011,"Norwich City","Arrivals"
"Cody McDonald","25","Centre Forward","£175k","Coventry City","£315k",2011,"Norwich City","Departures"
"Oli Johnson","24","Centre Forward","£175k","Oxford United","Free transfer",2011,"Norwich City","Departures"
"Tom Adeyemi","19","Central Midfield","£70k","Oldham Athletic","Loan",2011,"Norwich City","Departures"
"Steven Smith","25","Left-Back","£525k","Preston NE","Free transfer",2011,"Norwich City","Departures"
"Matt Ball","18","Central Midfield","-","Macclesfield","Loan",2011,"Norwich City","Departures"
"Chris Martin","23","Centre Forward","£525k","Crystal Palace","Loan",2011,"Norwich City","Departures"
"Jens Berthel Askou","28","Centre Back","£700k","Vejle-Kolding","Free transfer",2011,"Norwich City","Departures"
"Ryan Bennett","21","Centre Back","£175k","Peterborough","Loan",2011,"Norwich City","Departures"
"Oli Johnson","23","Centre Forward","£88k","Yeovil Town","Loan",2011,"Norwich City","Departures"
"Samuel Habergham","19","Left-Back","£35k","Tamworth","Free transfer",2011,"Norwich City","Departures"
"Josh Dawkin","20","Left Midfield","-","Cambridge Utd.","Loan",2011,"Norwich City","Departures"
"Jed Steer","18","Keeper","£35k","Yeovil Town","Loan",2011,"Norwich City","Departures"
"Josh Dawkin","19","Left Midfield","-","Kettering","Loan",2011,"Norwich City","Departures"
"Owain Tudur Jones","26","Defensive Midfield","£280k","Inverness Cal.","Free transfer",2011,"Norwich City","Departures"
"Korey Smith","20","Central Midfield","£175k","Barnsley FC","Loan",2011,"Norwich City","Departures"
"Anthony McNamee","27","Right Midfield","£333k","MK Dons","Free transfer",2011,"Norwich City","Departures"
"Matthew Gill","30","Defensive Midfield","£123k","Bristol Rovers","Free transfer",2011,"Norwich City","Departures"
"Luke Daley","21","Left Wing","£35k","Plymouth Argyle","£35k",2011,"Norwich City","Departures"
"George Francomb","20","Right-Back","-","Hibernian FC","Loan",2011,"Norwich City","Departures"
"Sam Kelly","18","Left Midfield","-","Everton","?",2011,"Norwich City","Departures"
"Kyle Naughton","23","Right-Back","£2.45m","Spurs","End of loan",2011,"Norwich City","Departures"
"Stephen Hughes","28","Central Midfield","£788k","Unattached","-",2011,"Norwich City","Departures"
"Ritchie de Laet","23","Right-Back","£700k","Manchester Utd.","End of loan",2011,"Norwich City","Departures"
"Roger Johnson","28","Centre Back","£3.50m","Birmingham","£5.60m",2011,"Wolverhampton Wanderers","Arrivals"
"Jamie O'Hara","24","Central Midfield","£3.15m","Spurs","£2.63m",2011,"Wolverhampton Wanderers","Arrivals"
"Eggert Gunnthor Jónsson","23","Defensive Midfield","£1.05m","Heart of Midl.","£210k",2011,"Wolverhampton Wanderers","Arrivals"
"Emmanuel Frimpong","19","Defensive Midfield","£525k","Arsenal FC","Loan",2011,"Wolverhampton Wanderers","Arrivals"
"Sébastien Bassong","25","Centre Back","£4.55m","Spurs","Loan",2011,"Wolverhampton Wanderers","Arrivals"
"Dorus de Vries","30","Keeper","£525k","Swansea","Free transfer",2011,"Wolverhampton Wanderers","Arrivals"
"David Davis","20","Central Midfield","£35k","Inverness Cal.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Adlène Guédioura","26","Central Midfield","£1.05m","Nottm Forest","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Nathaniel Mendez-Laing","19","Right Wing","£105k","Sheffield Utd.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Carl Ikeme","25","Keeper","£350k","Doncaster Rov.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Johnny Gorman","18","Left Wing","-","Wolves U18","-",2011,"Wolverhampton Wanderers","Arrivals"
"Jamie Reckord","20","Left-Back","-","Scunthorpe Utd.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Sam Winnall","20","Centre Forward","-","Hereford Utd.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"David Davis","21","Central Midfield","£123k","Chesterfield FC","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Sam Winnall","21","Centre Forward","£35k","Inverness Cal.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Michael Ihiekwe","18","Left-Back","-","Wolves U18","-",2011,"Wolverhampton Wanderers","Arrivals"
"Carl Ikeme","25","Keeper","£350k","Doncaster Rov.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Leigh Griffiths","21","Centre Forward","£525k","Hibernian FC","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Sam Whittall","17","Defence","-","Wolves U18","-",2011,"Wolverhampton Wanderers","Arrivals"
"Sam Vokes","22","Centre Forward","£525k","Burnley FC","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Adam Hammill","24","Right Wing","£1.05m","Middlesbrough","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Andy Keogh","25","Centre Forward","£1.05m","Leeds","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Jake Cassidy","19","Centre Forward","-","Tranmere Rovers","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"James Spray","18","Centre Forward","-","Wolves U21","-",2011,"Wolverhampton Wanderers","Arrivals"
"Sam Vokes","22","Centre Forward","£525k","Brighton","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"James Spray","18","Centre Forward","-","Accrington St.","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"George Elokobi","26","Left-Back","£1.75m","Nottm Forest","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Matt Doherty","19","Right-Back","-","Wolves U21","-",2011,"Wolverhampton Wanderers","Arrivals"
"Matt Doherty","20","Right-Back","£35k","Hibernian FC","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
"Carl Ikeme","25","Keeper","£350k","Middlesbrough","End of loan",2011,"Wolverhampton Wanderers","Arrivals"
